id_student;fullname;gender;birthday
19878;Vũ Anh Hạnh;Woman;13/3/1999
19879;Vũ Thị Nhung;Woman;10/6/1999
19880;Vũ Phương Hạnh;Woman;20/3/1999
19881;Huỳnh Minh Tiến;Man;13/5/1999
19882;Đinh Phương Hồng;Woman;25/5/1999
19883;Bùi Phương Nhung;Woman;13/8/1999
19884;Vũ Anh Đào;Woman;6/2/1999
19885;Phan Đức Sơn;Man;10/8/1999
19886;Huỳnh Minh Hoàng;Man;8/11/1999
19887;Lê Đức Hoàng;Man;15/8/1999
19888;Đinh Anh Trang;Woman;26/11/1999
19889;Nguyễn Đức Hoàng;Man;9/3/1999
19890;Bùi Phương Dung;Woman;17/3/1999
19891;Đinh Anh Trang;Woman;7/4/1999
19892;Công Minh Tiến;Man;22/1/1999
19893;Nguyễn Đức Sơn;Man;5/6/1999
19894;Vũ Phương Chi;Woman;12/10/1999
19895;Phan Anh Đào;Woman;20/6/1999
19896;Vũ Anh Nhung;Woman;14/1/1999
19897;Nguyễn Văn Huy;Man;28/2/1999
19898;Phan Thị Dung;Woman;2/10/1999
19899;Công Văn Tiến;Man;14/11/1999
19900;Lê Văn Dũng;Man;23/4/1999
19901;Công Minh Dũng;Man;25/7/1999
19902;Bùi Minh Tùng;Man;5/7/1999
19903;Nguyễn Minh Huy;Man;8/10/1999
19904;Phan Thị Đào;Woman;8/2/1999
19905;Vũ Thị Hạnh;Woman;15/0/1999
19906;Vũ Đức Hoàng;Man;0/1/1999
19907;Công Văn Huy;Man;3/9/1999
19908;Huỳnh Thị Hiền;Woman;28/3/1999
19909;Nguyễn Minh Huy;Man;14/1/1999
19910;Phan Văn Bình;Man;15/3/1999
19911;Công Phương Chi;Woman;26/5/1999
19912;Nguyễn Phương Nhung;Woman;5/8/1999
19913;Nguyễn Phương Nhung;Woman;21/2/1999
19914;Cao Phương Dung;Woman;19/8/1999
19915;Lê Phương Hồng;Woman;28/10/1999
19916;Vũ Thị Dung;Woman;8/1/1999
19917;Công Anh Hạnh;Woman;28/5/1999
19918;Đinh Thị Thùy;Woman;14/4/1999
19919;Cao Anh Dung;Woman;7/7/1999
19920;Cao Anh Hồng;Woman;2/0/1999
19921;Huỳnh Văn Bình;Man;1/11/1999
19922;Cao Thị Nhung;Woman;18/5/1999
19923;Lê Minh Hải;Man;22/4/1999
19924;Công Minh Hải;Man;13/7/1999
19925;Vũ Phương Nhung;Woman;24/4/1999
19926;Nguyễn Đức Sơn;Man;12/1/1999
19927;Lê Phương Trang;Woman;4/2/1999
19928;Công Văn Bình;Man;17/4/1999
19929;Cao Phương Trang;Woman;10/7/1999
19930;Bùi Thị Nhung;Woman;13/2/1999
19931;Bùi Văn Dũng;Man;26/3/1999
19932;Đinh Đức Dũng;Man;8/11/1999
19933;Đinh Minh Tùng;Man;14/6/1999
19934;Nguyễn Văn Lộc;Man;29/11/1999
19935;Đinh Đức Sơn;Man;27/2/1999
19936;Huỳnh Văn Dũng;Man;30/9/1999
19937;Công Đức Bình;Man;0/0/1999
19938;Cao Thị Dung;Woman;22/4/1999
19939;Vũ Minh Bình;Man;15/8/1999
19940;Đinh Đức Hải;Man;15/1/1999
19941;Lê Đức Dũng;Man;28/9/1999
19942;Phan Thị Trang;Woman;19/1/1999
19943;Lê Thị Hồng;Woman;28/6/1999
19944;Nguyễn Phương Hạnh;Woman;26/2/1999
19945;Đinh Thị Đào;Woman;28/11/1999
19946;Phan Văn Hoàng;Man;3/9/1999
19947;Huỳnh Văn Sơn;Man;1/4/1999
19948;Vũ Văn Tùng;Man;0/1/1999
19949;Nguyễn Minh Tiến;Man;11/2/1999
19950;Nguyễn Phương Dung;Woman;13/7/1999
19951;Lê Phương Nhung;Woman;16/11/1999
19952;Lê Văn Tùng;Man;12/5/1999
19953;Công Thị Hạnh;Woman;30/3/1999
19954;Huỳnh Đức Tiến;Man;17/6/1999
19955;Vũ Anh Hạnh;Woman;26/5/1999
19956;Vũ Văn Hải;Man;13/10/1999
19957;Bùi Văn Huy;Man;20/11/1999
19958;Lê Phương Dung;Woman;2/3/1999
19959;Lê Văn Hoàng;Man;22/11/1999
19960;Lê Anh Nhung;Woman;27/0/1999
19961;Lê Anh Thùy;Woman;9/11/1999
19962;Phan Văn Dũng;Man;12/8/1999
19963;Nguyễn Đức Hoàng;Man;30/1/1999
19964;Lê Minh Sơn;Man;17/7/1999
19965;Đinh Thị Chi;Woman;11/4/1999
19966;Lê Minh Dũng;Man;21/10/1999
19967;Phan Minh Sơn;Man;27/11/1999
19968;Vũ Minh Hoàng;Man;28/9/1999
19969;Huỳnh Văn Huy;Man;20/4/1999
19970;Nguyễn Thị Nhung;Woman;5/11/1999
19971;Vũ Văn Huy;Man;9/4/1999
19972;Phan Thị Hạnh;Woman;15/5/1999
19973;Công Đức Bình;Man;25/9/1999
19974;Bùi Phương Chi;Woman;4/3/1999
19975;Vũ Đức Bình;Man;3/9/1999
19976;Vũ Văn Huy;Man;27/4/1999
19977;Đinh Đức Hoàng;Man;23/11/1999
19978;Nguyễn Phương Trang;Woman;22/9/1999
19979;Cao Minh Hoàng;Man;21/9/1999
19980;Huỳnh Anh Chi;Woman;17/2/1999
19981;Đinh Anh Hạnh;Woman;5/10/1999
19982;Đinh Phương Hiền;Woman;30/9/1999
19983;Cao Thị Hồng;Woman;14/5/1999
19984;Lê Văn Tiến;Man;16/4/1999
19985;Bùi Đức Lộc;Man;19/6/1999
19986;Nguyễn Minh Tiến;Man;12/6/1999
19987;Đinh Thị Đào;Woman;3/8/1999
19988;Huỳnh Minh Hoàng;Man;10/2/1999
19989;Phan Anh Hồng;Woman;6/9/1999
19990;Bùi Anh Chi;Woman;9/8/1999
19991;Công Thị Hồng;Woman;12/2/1999
19992;Đinh Phương Trang;Woman;13/4/1999
19993;Nguyễn Thị Thùy;Woman;29/0/1999
19994;Vũ Văn Huy;Man;18/5/1999
19995;Lê Anh Chi;Woman;28/0/1999
19996;Huỳnh Anh Nhung;Woman;6/8/1999
19997;Bùi Minh Tiến;Man;12/2/1999
19998;Phan Anh Nhung;Woman;24/11/1999
19999;Vũ Anh Hồng;Woman;30/9/1999
21000;Bùi Thị Chi;Woman;7/6/2000
21001;Đinh Văn Tiến;Man;22/3/2000
21002;Vũ Văn Bình;Man;26/3/2000
21003;Đinh Đức Hoàng;Man;18/1/2000
21004;Bùi Đức Hoàng;Man;12/1/2000
21005;Công Anh Đào;Woman;12/5/2000
21006;Lê Đức Tùng;Man;22/7/2000
21007;Công Phương Trang;Woman;16/1/2000
21008;Lê Đức Huy;Man;16/6/2000
21009;Lê Anh Hiền;Woman;24/4/2000
21010;Vũ Đức Hải;Man;28/3/2000
21011;Huỳnh Phương Hồng;Woman;17/11/2000
21012;Vũ Đức Tùng;Man;13/7/2000
21013;Nguyễn Minh Hải;Man;21/2/2000
21014;Cao Văn Dũng;Man;9/9/2000
21015;Lê Anh Trang;Woman;19/8/2000
21016;Huỳnh Thị Dung;Woman;27/7/2000
21017;Lê Anh Hạnh;Woman;0/9/2000
21018;Nguyễn Phương Hiền;Woman;1/0/2000
21019;Công Thị Hạnh;Woman;27/0/2000
21020;Vũ Anh Hiền;Woman;23/2/2000
21021;Cao Anh Thùy;Woman;2/7/2000
21022;Phan Phương Đào;Woman;5/11/2000
21023;Đinh Văn Tiến;Man;15/7/2000
21024;Phan Phương Hiền;Woman;17/1/2000
21025;Nguyễn Minh Tiến;Man;8/7/2000
21026;Bùi Minh Dũng;Man;26/9/2000
21027;Cao Đức Huy;Man;21/9/2000
21028;Lê Minh Tiến;Man;2/9/2000
21029;Vũ Anh Hạnh;Woman;25/8/2000
21030;Huỳnh Phương Đào;Woman;1/11/2000
21031;Lê Phương Dung;Woman;1/2/2000
21032;Cao Anh Hiền;Woman;4/11/2000
21033;Vũ Đức Tiến;Man;0/6/2000
21034;Bùi Minh Hải;Man;18/7/2000
21035;Đinh Văn Lộc;Man;24/8/2000
21036;Bùi Minh Bình;Man;28/9/2000
21037;Phan Phương Hiền;Woman;28/1/2000
21038;Cao Minh Tùng;Man;15/5/2000
21039;Nguyễn Đức Tùng;Man;0/10/2000
21040;Cao Đức Tiến;Man;24/2/2000
21041;Huỳnh Minh Bình;Man;24/3/2000
21042;Cao Phương Hồng;Woman;7/0/2000
21043;Vũ Văn Tùng;Man;14/10/2000
21044;Công Văn Huy;Man;3/0/2000
21045;Đinh Minh Bình;Man;17/1/2000
21046;Bùi Anh Hồng;Woman;24/4/2000
21047;Đinh Văn Dũng;Man;25/1/2000
21048;Lê Văn Hải;Man;3/10/2000
21049;Đinh Minh Huy;Man;1/4/2000
21050;Huỳnh Thị Đào;Woman;0/0/2000
21051;Nguyễn Thị Hồng;Woman;1/2/2000
21052;Huỳnh Phương Dung;Woman;13/3/2000
21053;Công Thị Hồng;Woman;14/8/2000
21054;Vũ Minh Hải;Man;2/9/2000
21055;Công Văn Huy;Man;17/6/2000
21056;Đinh Văn Tùng;Man;1/7/2000
21057;Huỳnh Minh Bình;Man;1/7/2000
21058;Phan Anh Chi;Woman;24/8/2000
21059;Huỳnh Đức Tùng;Man;17/11/2000
21060;Huỳnh Văn Dũng;Man;20/3/2000
21061;Bùi Anh Đào;Woman;30/9/2000
21062;Phan Đức Tùng;Man;27/1/2000
21063;Huỳnh Văn Dũng;Man;23/11/2000
21064;Phan Anh Trang;Woman;30/1/2000
21065;Đinh Minh Bình;Man;20/8/2000
21066;Đinh Minh Tùng;Man;3/9/2000
21067;Phan Thị Nhung;Woman;26/1/2000
21068;Đinh Minh Tiến;Man;18/2/2000
21069;Lê Minh Tiến;Man;7/0/2000
21070;Vũ Thị Hiền;Woman;13/10/2000
21071;Bùi Phương Hiền;Woman;22/2/2000
21072;Bùi Đức Bình;Man;30/10/2000
21073;Cao Đức Sơn;Man;15/3/2000
21074;Công Thị Hồng;Woman;12/0/2000
21075;Bùi Anh Chi;Woman;30/8/2000
21076;Vũ Văn Sơn;Man;26/7/2000
21077;Đinh Đức Tùng;Man;13/0/2000
21078;Bùi Văn Dũng;Man;18/6/2000
21079;Đinh Đức Sơn;Man;6/0/2000
21080;Phan Minh Tùng;Man;9/10/2000
21081;Công Thị Hạnh;Woman;7/6/2000
21082;Vũ Phương Hiền;Woman;1/0/2000
21083;Bùi Thị Dung;Woman;13/10/2000
21084;Đinh Phương Trang;Woman;7/0/2000
21085;Vũ Văn Sơn;Man;10/1/2000
21086;Vũ Anh Hiền;Woman;16/1/2000
21087;Lê Phương Hiền;Woman;13/10/2000
21088;Đinh Thị Thùy;Woman;2/9/2000
21089;Công Minh Lộc;Man;13/10/2000
21090;Bùi Anh Hồng;Woman;12/5/2000
21091;Lê Minh Lộc;Man;29/7/2000
21092;Vũ Đức Tùng;Man;27/2/2000
21093;Huỳnh Thị Hạnh;Woman;20/10/2000
21094;Phan Phương Nhung;Woman;5/11/2000
21095;Nguyễn Phương Đào;Woman;13/11/2000
21096;Bùi Thị Chi;Woman;8/11/2000
21097;Bùi Minh Hoàng;Man;6/6/2000
21098;Cao Thị Thùy;Woman;10/1/2000
21099;Công Minh Dũng;Man;13/4/2000
21100;Cao Đức Sơn;Man;16/0/2000
21101;Công Minh Dũng;Man;3/7/2000
21102;Nguyễn Minh Hoàng;Man;9/6/2000
21103;Bùi Phương Chi;Woman;26/7/2000
21104;Nguyễn Đức Hoàng;Man;21/2/2000
21105;Nguyễn Đức Lộc;Man;29/10/2000
21106;Phan Anh Hạnh;Woman;26/2/2000
21107;Đinh Minh Tùng;Man;3/2/2000
21108;Vũ Anh Trang;Woman;18/1/2000
21109;Nguyễn Anh Chi;Woman;22/11/2000
21110;Lê Phương Hạnh;Woman;17/7/2000
21111;Lê Anh Dung;Woman;7/4/2000
21112;Phan Văn Bình;Man;14/11/2000
21113;Vũ Anh Đào;Woman;13/0/2000
21114;Nguyễn Văn Lộc;Man;17/6/2000
21115;Đinh Đức Tùng;Man;12/7/2000
21116;Vũ Minh Huy;Man;26/6/2000
21117;Vũ Văn Hải;Man;25/9/2000
21118;Lê Anh Nhung;Woman;27/8/2000
21119;Bùi Anh Nhung;Woman;3/0/2000
21120;Cao Đức Hoàng;Man;30/0/2000
21121;Phan Minh Sơn;Man;23/1/2000
21122;Công Đức Sơn;Man;5/4/2000
21123;Cao Đức Hải;Man;16/1/2000
21124;Huỳnh Thị Nhung;Woman;4/1/2000
21125;Nguyễn Minh Sơn;Man;11/6/2000
21126;Huỳnh Đức Bình;Man;25/6/2000
21127;Huỳnh Anh Hạnh;Woman;14/8/2000
21128;Lê Đức Lộc;Man;29/10/2000
21129;Phan Văn Hoàng;Man;7/4/2000
21130;Công Văn Tùng;Man;11/9/2000
21131;Công Văn Bình;Man;6/0/2000
21132;Nguyễn Phương Hồng;Woman;28/6/2000
21133;Đinh Văn Lộc;Man;21/9/2000
21134;Cao Thị Nhung;Woman;29/0/2000
21135;Cao Minh Huy;Man;12/5/2000
21136;Công Văn Dũng;Man;7/7/2000
21137;Huỳnh Đức Tiến;Man;9/0/2000
21138;Lê Phương Trang;Woman;28/11/2000
21139;Công Anh Thùy;Woman;7/3/2000
21140;Huỳnh Văn Dũng;Man;15/1/2000
21141;Công Thị Trang;Woman;28/1/2000
21142;Phan Anh Đào;Woman;3/2/2000
21143;Công Văn Hoàng;Man;6/6/2000
21144;Nguyễn Minh Hải;Man;20/0/2000
21145;Công Phương Hồng;Woman;19/9/2000
21146;Phan Anh Nhung;Woman;9/10/2000
21147;Lê Văn Huy;Man;0/10/2000
21148;Huỳnh Minh Lộc;Man;24/9/2000
21149;Vũ Minh Sơn;Man;4/10/2000
21150;Vũ Thị Hạnh;Woman;22/6/2000
21151;Bùi Đức Tiến;Man;4/7/2000
21152;Bùi Thị Trang;Woman;13/8/2000
21153;Bùi Minh Hải;Man;13/11/2000
21154;Cao Đức Tiến;Man;5/6/2000
21155;Cao Đức Hải;Man;12/0/2000
21156;Vũ Phương Đào;Woman;12/9/2000
21157;Đinh Văn Hoàng;Man;17/2/2000
21158;Vũ Minh Huy;Man;0/9/2000
21159;Đinh Đức Hải;Man;6/11/2000
21160;Phan Phương Đào;Woman;3/2/2000
21161;Phan Thị Hiền;Woman;16/1/2000
21162;Đinh Phương Đào;Woman;27/3/2000
21163;Công Văn Tùng;Man;0/1/2000
21164;Cao Đức Sơn;Man;26/1/2000
21165;Lê Đức Dũng;Man;4/11/2000
21166;Đinh Anh Nhung;Woman;15/9/2000
21167;Công Phương Hạnh;Woman;1/5/2000
21168;Nguyễn Phương Thùy;Woman;17/5/2000
21169;Cao Văn Sơn;Man;30/10/2000
21170;Bùi Minh Sơn;Man;23/7/2000
21171;Bùi Anh Trang;Woman;3/5/2000
21172;Công Đức Dũng;Man;26/5/2000
21173;Huỳnh Anh Hạnh;Woman;9/3/2000
21174;Huỳnh Văn Lộc;Man;30/11/2000
21175;Huỳnh Phương Hồng;Woman;18/2/2000
21176;Cao Thị Thùy;Woman;15/10/2000
21177;Nguyễn Minh Lộc;Man;7/7/2000
21178;Cao Phương Hồng;Woman;13/6/2000
21179;Cao Phương Thùy;Woman;21/6/2000
21180;Công Phương Trang;Woman;5/8/2000
21181;Cao Phương Hiền;Woman;5/5/2000
21182;Phan Phương Thùy;Woman;11/2/2000
21183;Vũ Phương Hồng;Woman;29/4/2000
21184;Vũ Đức Hoàng;Man;11/8/2000
21185;Nguyễn Phương Hạnh;Woman;22/9/2000
21186;Vũ Đức Tiến;Man;28/7/2000
21187;Công Thị Nhung;Woman;30/9/2000
21188;Đinh Văn Tiến;Man;5/1/2000
21189;Nguyễn Thị Hạnh;Woman;7/10/2000
21190;Bùi Anh Trang;Woman;30/5/2000
21191;Cao Đức Tiến;Man;5/3/2000
21192;Lê Phương Trang;Woman;19/10/2000
21193;Đinh Thị Hạnh;Woman;27/2/2000
21194;Đinh Thị Nhung;Woman;21/11/2000
21195;Cao Phương Trang;Woman;21/1/2000
21196;Công Anh Hạnh;Woman;27/9/2000
21197;Nguyễn Văn Dũng;Man;30/9/2000
21198;Cao Thị Dung;Woman;14/9/2000
21199;Nguyễn Thị Nhung;Woman;23/11/2000
21200;Công Đức Tiến;Man;22/0/2000
21201;Nguyễn Minh Lộc;Man;20/4/2000
21202;Vũ Minh Tiến;Man;30/1/2000
21203;Bùi Phương Hạnh;Woman;8/9/2000
21204;Cao Đức Lộc;Man;27/6/2000
21205;Lê Văn Tùng;Man;21/8/2000
21206;Công Đức Tiến;Man;27/7/2000
21207;Cao Anh Hồng;Woman;9/3/2000
21208;Cao Minh Hoàng;Man;10/1/2000
21209;Nguyễn Phương Đào;Woman;1/7/2000
21210;Nguyễn Minh Hải;Man;28/3/2000
21211;Vũ Phương Hạnh;Woman;14/9/2000
21212;Cao Đức Bình;Man;28/0/2000
21213;Nguyễn Thị Trang;Woman;9/5/2000
21214;Huỳnh Thị Hồng;Woman;2/9/2000
21215;Công Anh Dung;Woman;23/7/2000
21216;Công Anh Chi;Woman;23/1/2000
21217;Nguyễn Đức Tiến;Man;17/3/2000
21218;Đinh Phương Chi;Woman;10/3/2000
21219;Lê Minh Bình;Man;7/4/2000
21220;Phan Thị Hồng;Woman;20/3/2000
21221;Lê Thị Hiền;Woman;5/10/2000
21222;Vũ Đức Huy;Man;22/1/2000
21223;Phan Văn Tùng;Man;8/9/2000
21224;Huỳnh Minh Bình;Man;22/11/2000
21225;Lê Phương Hạnh;Woman;3/11/2000
21226;Bùi Thị Trang;Woman;23/2/2000
21227;Phan Anh Thùy;Woman;4/6/2000
21228;Nguyễn Minh Sơn;Man;12/1/2000
21229;Nguyễn Minh Dũng;Man;18/6/2000
21230;Phan Phương Hiền;Woman;3/3/2000
21231;Đinh Đức Dũng;Man;20/6/2000
21232;Cao Văn Hải;Man;29/11/2000
21233;Đinh Thị Hiền;Woman;12/2/2000
21234;Công Đức Hải;Man;22/9/2000
21235;Lê Phương Nhung;Woman;6/2/2000
21236;Phan Thị Dung;Woman;13/3/2000
21237;Đinh Minh Hải;Man;23/2/2000
21238;Công Văn Huy;Man;21/10/2000
21239;Công Anh Hạnh;Woman;7/2/2000
21240;Bùi Phương Hiền;Woman;26/8/2000
21241;Nguyễn Văn Bình;Man;22/0/2000
21242;Cao Phương Thùy;Woman;3/0/2000
21243;Cao Đức Tùng;Man;23/0/2000
21244;Huỳnh Anh Trang;Woman;5/9/2000
21245;Lê Đức Hải;Man;29/8/2000
21246;Công Phương Đào;Woman;20/3/2000
21247;Công Minh Bình;Man;18/7/2000
21248;Công Minh Hoàng;Man;28/6/2000
21249;Công Minh Bình;Man;30/8/2000
21250;Cao Anh Hồng;Woman;3/9/2000
21251;Cao Minh Huy;Man;23/4/2000
21252;Cao Đức Bình;Man;14/8/2000
21253;Phan Minh Lộc;Man;4/4/2000
21254;Công Thị Dung;Woman;3/3/2000
21255;Cao Thị Trang;Woman;24/9/2000
21256;Công Anh Hạnh;Woman;7/8/2000
21257;Lê Phương Hiền;Woman;23/3/2000
21258;Lê Đức Sơn;Man;6/0/2000
21259;Phan Văn Tùng;Man;13/4/2000
21260;Bùi Thị Hồng;Woman;1/10/2000
21261;Phan Thị Hồng;Woman;23/3/2000
21262;Công Văn Dũng;Man;5/8/2000
21263;Công Phương Trang;Woman;19/0/2000
21264;Huỳnh Đức Sơn;Man;0/7/2000
21265;Huỳnh Phương Hồng;Woman;16/3/2000
21266;Bùi Thị Hạnh;Woman;26/9/2000
21267;Huỳnh Thị Hiền;Woman;29/9/2000
21268;Huỳnh Minh Hải;Man;23/1/2000
21269;Cao Văn Dũng;Man;26/6/2000
21270;Nguyễn Đức Tùng;Man;25/0/2000
21271;Cao Anh Thùy;Woman;25/6/2000
21272;Nguyễn Đức Lộc;Man;2/8/2000
21273;Nguyễn Phương Nhung;Woman;25/4/2000
21274;Lê Đức Dũng;Man;22/3/2000
21275;Vũ Minh Tiến;Man;11/2/2000
21276;Bùi Thị Hạnh;Woman,22/2/2000
21277,Bùi Anh Chi,Woman,18/11/2000
21278,Bùi Anh Đào,Woman,25/7/2000
21279,Công Anh Hồng,Woman,3/5/2000
21280,Cao Văn Hải,Man,0/8/2000
21281,Huỳnh Phương Dung,Woman,18/5/2000
21282,Lê Văn Hải,Man,27/10/2000
21283,Phan Phương Đào,Woman,14/10/2000
21284,Đinh Thị Dung,Woman,0/11/2000
21285,Cao Thị Đào,Woman,14/7/2000
21286,Nguyễn Anh Hạnh,Woman,27/0/2000
21287,Vũ Văn Hoàng,Man,14/6/2000
21288,Đinh Minh Tùng,Man,27/11/2000
21289,Cao Thị Hạnh,Woman,5/11/2000
21290,Công Đức Sơn,Man,13/8/2000
21291,Công Thị Trang,Woman,28/9/2000
21292,Nguyễn Minh Tùng,Man,10/0/2000
21293,Đinh Minh Bình,Man,29/7/2000
21294,Cao Văn Sơn,Man,22/11/2000
21295,Huỳnh Văn Sơn,Man,9/10/2000
21296,Vũ Văn Sơn,Man,3/7/2000
21297,Vũ Đức Huy,Man,24/3/2000
21298,Bùi Đức Tùng,Man,6/7/2000
21299,Phan Phương Thùy,Woman,8/10/2000
21300,Vũ Đức Bình,Man,7/4/2000
21301,Đinh Đức Tiến,Man,16/3/2000
21302,Bùi Văn Tiến,Man,4/8/2000
21303,Huỳnh Đức Hải,Man,24/4/2000
21304,Vũ Minh Hải,Man,27/0/2000
21305,Nguyễn Anh Trang,Woman,25/11/2000
21306,Nguyễn Đức Tùng,Man,25/9/2000
21307,Công Thị Trang,Woman,15/5/2000
21308,Phan Thị Hồng,Woman,13/0/2000
21309,Phan Đức Hoàng,Man,7/1/2000
21310,Công Phương Hồng,Woman,24/2/2000
21311,Công Văn Hải,Man,1/4/2000
21312,Huỳnh Đức Hoàng,Man,13/7/2000
21313,Lê Văn Lộc,Man,20/10/2000
21314,Phan Đức Tiến,Man,8/9/2000
21315,Cao Đức Hải,Man,10/5/2000
21316,Phan Văn Tùng,Man,4/6/2000
21317,Nguyễn Minh Tiến,Man,8/9/2000
21318,Bùi Văn Bình,Man,26/7/2000
21319,Bùi Anh Hạnh,Woman,1/1/2000
21320,Cao Anh Hiền,Woman,4/5/2000
21321,Cao Thị Hồng,Woman,14/10/2000
21322,Bùi Anh Đào,Woman,18/11/2000
21323,Cao Văn Lộc,Man,23/10/2000
21324,Bùi Văn Lộc,Man,5/10/2000
21325,Cao Văn Tùng,Man,5/11/2000
21326,Lê Minh Lộc,Man,18/1/2000
21327,Phan Minh Hoàng,Man,22/10/2000
21328,Cao Anh Hạnh,Woman,15/4/2000
21329,Bùi Anh Đào,Woman,7/0/2000
21330,Đinh Thị Hồng,Woman,30/0/2000
21331,Nguyễn Anh Nhung,Woman,25/0/2000
21332,Bùi Văn Bình,Man,13/11/2000
21333,Huỳnh Đức Sơn,Man,7/7/2000
21334,Đinh Đức Tùng,Man,1/11/2000
21335,Lê Minh Dũng,Man,10/4/2000
21336,Công Thị Trang,Woman,13/2/2000
21337,Công Minh Tiến,Man,12/11/2000
21338,Bùi Minh Lộc,Man,9/9/2000
21339,Nguyễn Minh Dũng,Man,10/9/2000
21340,Đinh Minh Dũng,Man,9/2/2000
21341,Cao Văn Hoàng,Man,6/11/2000
21342,Vũ Phương Đào,Woman,11/7/2000
21343,Nguyễn Minh Dũng,Man,21/9/2000
21344,Phan Đức Tiến,Man,16/2/2000
21345,Vũ Văn Hải,Man,11/10/2000
21346,Đinh Đức Lộc,Man,27/7/2000
21347,Phan Phương Nhung,Woman,25/10/2000
21348,Bùi Đức Tùng,Man,18/1/2000
21349,Nguyễn Đức Tùng,Man,25/11/2000
21350,Đinh Phương Nhung,Woman,24/2/2000
21351,Huỳnh Minh Tùng,Man,22/2/2000
21352,Phan Phương Trang,Woman,7/5/2000
21353,Nguyễn Văn Dũng,Man,5/1/2000
21354,Lê Minh Tiến,Man,1/1/2000
21355,Vũ Minh Sơn,Man,24/6/2000
21356,Lê Thị Thùy,Woman,30/8/2000
21357,Phan Phương Hiền,Woman,28/11/2000
21358,Vũ Phương Chi,Woman,7/2/2000
21359,Đinh Anh Hạnh,Woman,23/8/2000
21360,Nguyễn Đức Hoàng,Man,11/9/2000
21361,Công Anh Thùy,Woman,19/4/2000
21362,Lê Đức Hoàng,Man,27/11/2000
21363,Bùi Minh Dũng,Man,21/4/2000
21364,Phan Văn Hoàng,Man,14/7/2000
21365,Phan Văn Tùng,Man,18/6/2000
21366,Lê Anh Hạnh,Woman,28/4/2000
21367,Bùi Thị Nhung,Woman,24/9/2000
21368,Phan Minh Huy,Man,3/7/2000
21369,Phan Phương Thùy,Woman,23/5/2000
21370,Vũ Anh Nhung,Woman,8/0/2000
21371,Huỳnh Văn Dũng,Man,17/8/2000
21372,Vũ Văn Bình,Man,21/9/2000
21373,Lê Thị Chi,Woman,30/0/2000
21374,Đinh Văn Huy,Man,25/7/2000
21375,Nguyễn Phương Đào,Woman,14/4/2000
21376,Lê Anh Nhung,Woman,18/2/2000
21377,Nguyễn Anh Nhung,Woman,12/10/2000
21378,Vũ Văn Hoàng,Man,4/8/2000
21379,Nguyễn Văn Tùng,Man,11/1/2000
21380,Huỳnh Đức Tiến,Man,22/1/2000
21381,Huỳnh Văn Hải,Man,0/9/2000
21382,Bùi Thị Chi,Woman,23/6/2000
21383,Đinh Thị Đào,Woman,1/4/2000
21384,Đinh Văn Tiến,Man,15/5/2000
21385,Phan Minh Bình,Man,15/8/2000
21386,Phan Văn Huy,Man,6/1/2000
21387,Huỳnh Phương Thùy,Woman,24/11/2000
21388,Nguyễn Anh Hiền,Woman,19/0/2000
21389,Đinh Văn Lộc,Man,4/3/2000
21390,Công Văn Lộc,Man,12/9/2000
21391,Lê Đức Hoàng,Man,14/0/2000
21392,Đinh Thị Đào,Woman,5/0/2000
21393,Đinh Anh Thùy,Woman,30/3/2000
21394,Phan Văn Sơn,Man,8/9/2000
21395,Bùi Anh Thùy,Woman,23/9/2000
21396,Phan Anh Dung,Woman,0/8/2000
21397,Phan Phương Dung,Woman,11/10/2000
21398,Nguyễn Đức Dũng,Man,0/4/2000
21399,Đinh Thị Hồng,Woman,16/0/2000
21400,Nguyễn Thị Đào,Woman,13/2/2000
21401,Huỳnh Anh Chi,Woman,10/4/2000
21402,Công Phương Trang,Woman,17/2/2000
21403,Bùi Văn Hải,Man,26/8/2000
21404,Huỳnh Phương Trang,Woman,20/1/2000
21405,Vũ Đức Huy,Man,27/2/2000
21406,Vũ Anh Dung,Woman,24/2/2000
21407,Nguyễn Anh Hiền,Woman,6/8/2000
21408,Vũ Minh Lộc,Man,27/6/2000
21409,Bùi Phương Hạnh,Woman,20/9/2000
21410,Đinh Văn Hải,Man,16/7/2000
21411,Cao Phương Chi,Woman,6/9/2000
21412,Công Anh Hạnh,Woman,14/10/2000
21413,Cao Văn Lộc,Man,14/6/2000
21414,Bùi Phương Trang,Woman,17/10/2000
21415,Huỳnh Phương Thùy,Woman,8/11/2000
21416,Lê Anh Hạnh,Woman,9/10/2000
21417,Huỳnh Văn Bình,Man,30/6/2000
21418,Lê Văn Tiến,Man,26/8/2000
21419,Công Phương Chi,Woman,22/10/2000
21420,Cao Thị Hạnh,Woman,24/0/2000
21421,Huỳnh Anh Trang,Woman,10/6/2000
21422,Cao Văn Tiến,Man,20/7/2000
21423,Lê Văn Dũng,Man,15/1/2000
21424,Cao Anh Dung,Woman,25/2/2000
21425,Đinh Phương Trang,Woman,1/10/2000
21426,Bùi Anh Hạnh,Woman,12/1/2000
21427,Công Văn Tiến,Man,17/1/2000
21428,Phan Thị Chi,Woman,29/5/2000
21429,Đinh Minh Lộc,Man,0/1/2000
21430,Vũ Phương Thùy,Woman,16/7/2000
21431,Cao Minh Hải,Man,3/5/2000
21432,Vũ Minh Dũng,Man,28/5/2000
21433,Cao Anh Thùy,Woman,16/2/2000
